epocms        date       time         symbol price   dtickms spread spavg    oc    hl oc_hl  vol T dprofit  dtime  sympro  allpro HIST dtstart     dtend  #deal profit #dealwin profitwin #dealloss profitloss comm  #Adeal Aprofit #Adealwin Aprofitwin #Adealloss Aprofitloss Acomm
1767138900068 2025.12.30 23:55:00.068 EURGBP 0.87220    3740      2    17    -7    23 -0.30 0.01 S      49  20893    0.67   -0.07   OK 00:00:00 23:54:59      1  1.29      1  1.29      0  0.00 -0.03      4 -2.50      1  1.29      3 -3.79 -0.12
